title,price,link
"Silver Floral Branch Ring, Pink Crystal Flower, Handmade Botanical Gift","29.74","https://www.etsy.com/sg-en/listing/4454500715/silver-floral-branch-ring-pink-crystal?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT5deb1d23e09462e37afae565a06dd4561b831fb1&click_sum=04f5ff90&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-28&sr_prefetch=1&pf_from=search&frs=1&pop=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT5deb1d23e09462e37afae565a06dd4561b831fb1"
"Stylish Silver Ring*925 Starling Silver Ring*Handmade Ring*Unisex Ring*Gift For Her*Vintage Ring*Elegant Ring*Boho Ring*Gift For Christmas","49.17","https://www.etsy.com/sg-en/listing/4392374414/stylish-silver-ring925-starling-silver?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALTd8d0d25cc5c019134af379ea7023f343a530dc3b&click_sum=bbd83d24&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-29&sr_prefetch=1&pf_from=search&frs=1&cns=1&pop=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALTd8d0d25cc5c019134af379ea7023f343a530dc3b"
"Handmade Sterling Silver Star Ring: Chunky Statement Band jewelry","22.71","https://www.etsy.com/sg-en/listing/4414190456/handmade-sterling-silver-star-ring?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT29f7f1479d83c1a57b13182459552465985627aa&click_sum=d504da80&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-30&sr_prefetch=1&pf_from=search&pro=1&frs=1&cns=1&pop=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT29f7f1479d83c1a57b13182459552465985627aa"
"Choose your stone colors, Organically shaped pure silver ring with colorful gemstones, 4mm width","135.92","https://www.etsy.com/sg-en/listing/688923112/choose-your-stone-colors-organically?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALTdef68efb990522c643a345f8f2f57ee819de5b13&click_sum=9f4078ac&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-31&sr_prefetch=1&pf_from=search&sts=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALTdef68efb990522c643a345f8f2f57ee819de5b13"
"DOME Ring • Minimalist Ring • Modern Geometric Ring • Silver Ring, Gold Ring • Statement Ring • Pinky Ring • RR001","39.46","https://www.etsy.com/sg-en/listing/819567005/dome-ring-minimalist-ring-modern?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT640998fae5f8b79a6d1ec91e9c66d427cc9f53b2&click_sum=ad1d465a&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-32&sr_prefetch=1&pf_from=search&pro=1&pop=1&sts=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT640998fae5f8b79a6d1ec91e9c66d427cc9f53b2"
"Kintsugi Gold & Oxidized Sterling Silver Ring - Rustic Viking Band","332.22","https://www.etsy.com/sg-en/listing/4438311639/kintsugi-gold-and-oxidized-silver-ring?click_key=Eu9KU_VbE9cSULR50y2qnmw7CV6b%3ALT4935810fe6af88f085770cec9362a5d8eee63ccc&click_sum=f6f6f400&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28678-1-19&sr_prefetch=1&pf_from=search&pro=1&frs=1"
"Y2K Star Ring Set | Irregular Silver Rings Adjustable Stacking Rings | Geometric Statement Jewelry | Celestial Star Ring | Gift for Her","29.40","https://www.etsy.com/sg-en/listing/4481898334/y2k-star-ring-set-irregular-silver-rings?click_key=Eu9KU_VbE9cSULR50y2qnmw7CV6b%3ALT0adef418f0212c7a1a89ca414487d53072b79c4b&click_sum=fb8bcbe7&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28678-1-20&sr_prefetch=1&pf_from=search&pro=1&pop=1"
"Personalized signet ring women and men, gold or 925 silver ring, engraved jewelry, perfect gift for her, minimalist signet ring for couples","76.92","https://www.etsy.com/sg-en/listing/4409664053/personalized-signet-ring-women-and-men?click_key=Eu9KU_VbE9cSULR50y2qnmw7CV6b%3ALTb895894f1be00360bbd0479be2149f8e47b978c7&click_sum=9a203652&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28678-1-21&sr_prefetch=1&pf_from=search&pro=1&pop=1"
"Handmade Sterling Silver Molten Ring: Natural Aquamarine, Minimalist Design","156.31","https://www.etsy.com/sg-en/listing/4445515974/handmade-sterling-silver-molten-ring-lab?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALTe037b75f40781f2733ad902b94e0d72db7de123b&click_sum=86118d6d&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-33&sr_prefetch=1&pf_from=search&frs=1&cns=1&sts=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALTe037b75f40781f2733ad902b94e0d72db7de123b"
"Emerald Cut Aquamarine Ring, 14K Solid Gold March Birthstone Ring","34.21","https://www.etsy.com/sg-en/listing/1678132167/emerald-cut-aquamarine-ring-14k-solid?click_key=Eu9KU_VbE9cSULR50y2qnmw7CV6b%3ALTcc840ee357a2f3667fab4dd183a53a4d13392407&click_sum=90e9804b&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28678-1-22&sr_prefetch=1&pf_from=search&pro=1&frs=1&pop=1"
"Emerald Ring: Hammered 925 Sterling Silver Band","43.52","https://www.etsy.com/sg-en/listing/1877767350/emerald-ring-hammered-925-sterling?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT52b4af0f9be76e8c2b611e160a7279441125166b&click_sum=cb388023&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-34&sr_prefetch=1&pf_from=search&pro=1&frs=1&bes=1&cns=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT52b4af0f9be76e8c2b611e160a7279441125166b"
"Peridot Gemstone Sterling Silver Spinner Ring: Hand Hammered Fidget Band","50.27","https://www.etsy.com/sg-en/listing/1530719808/peridot-gemstone-sterling-silver-spinner?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALTcaffea0a3d80651198fe2d6b2816000ccc7a3049&click_sum=bba5c87b&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-35&sr_prefetch=1&pf_from=search&pro=1&frs=1&pop=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALTcaffea0a3d80651198fe2d6b2816000ccc7a3049"
"Handmade Solid Sterling Silver Wide Band Thumb Ring","13.24","https://www.etsy.com/sg-en/listing/4375162237/handmade-solid-sterling-silver-wide-band?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT482d8ccb6b3bedab4086767850ec20bf58fa6bd0&click_sum=c36c9a7c&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-36&sr_prefetch=1&pf_from=search&pro=1&frs=1&cns=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT482d8ccb6b3bedab4086767850ec20bf58fa6bd0"
"Sterling Silver Manta Ray and Jellyfish Open Ring","41.10","https://www.etsy.com/sg-en/listing/4473843615/sterling-silver-manta-ray-and-jellyfish?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT9d945dc9187ea34a44a8bc06a4e372417396d59e&click_sum=da8eac36&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-37&sr_prefetch=1&pf_from=search&bes=1&sts=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT9d945dc9187ea34a44a8bc06a4e372417396d59e"
"Sterling Silver Wave Ring: Chunky Boho Statement Jewelry","50.27","https://www.etsy.com/sg-en/listing/1869728279/sterling-silver-wave-ring-chunky-boho?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT7e7d15edf78dc22b34c4125ba045b647bf0ce542&click_sum=e33486be&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-38&sr_prefetch=1&pf_from=search&pro=1&frs=1&bes=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT7e7d15edf78dc22b34c4125ba045b647bf0ce542"
"The Seeker Ring | Men's Silver Ring | Sterling Silver Rose Band | Vintage Unisex Jewelry | Handmade Symbolic Ring","192.95","https://www.etsy.com/sg-en/listing/4356461574/the-seeker-ring-mens-silver-ring?click_key=Eu9KU_VbE9cSULR50y2qnmw7CV6b%3ALT092414591a52b86e16575ca8457dabc0f7de3a00&click_sum=e690f649&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28678-1-23&sr_prefetch=1&pf_from=search&sts=1"
"Aquamarine Ring, Solid 925 Sterling Silver, Designer Jewelry, Hadmade Jewelry","28.28","https://www.etsy.com/sg-en/listing/1297032056/aquamarine-ring-solid-925-sterling?click_key=Eu9KU_VbE9cSULR50y2qnmw7CV6b%3ALT8e2adfe32485594dee118012c29696d08d2e7d60&click_sum=73add5fe&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28678-1-24&sr_prefetch=1&pf_from=search&pro=1&bes=1"
"Handmade Pear Moonstone 925 Sterling Silver Ring, Boho Jewelry","31.56","https://www.etsy.com/sg-en/listing/1229982396/beautiful-handmade-moonstone-ring-925?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALTffe8325a6635b0c0e82f664a07f0f4c4620d6283&click_sum=ee03078c&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-39&sr_prefetch=1&pf_from=search&pro=1&frs=1&pop=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALTffe8325a6635b0c0e82f664a07f0f4c4620d6283"
"Sterling Silver Sakura Flower Ring, Adjustable Cherry Blossom Jewelry, Delicate Floral Promise Ring, Nature Lover Birthday Gift for Her","37.72","https://www.etsy.com/sg-en/listing/4464351982/sterling-silver-sakura-flower-ring?click_key=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%3ALT8cc6752cbb3ef036f2537745e0e963378ef0169a&click_sum=9e1f2fdd&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=silver+ring&ref=search_grid-28679-1-40&sr_prefetch=1&pf_from=search&pro=1&frs=1&bes=1&sts=1&content_source=ca41416c-65c0-4b43-bdc1-cf41c44cfdec%253ALT8cc6752cbb3ef036f2537745e0e963378ef0169a"
